date,link,text,price,images,description,place
2019-09-10 21:27,https://gainesville.craigslist.org/atq/d/gainesville-porcelain-figurienes-couple/6970556065.html,porcelain figurienes couple teatime germany,$45,"https://images.craigslist.org/00808_3EjST7muQzd_600x450.jpg,https://images.craigslist.org/00J0J_96mfgLCuNvv_600x450.jpg,https://images.craigslist.org/00101_geCBS56ZI17_600x450.jpg,https://images.craigslist.org/00B0B_4j4xnld9Hoj_600x450.jpg,https://images.craigslist.org/00c0c_h66ygBFJxJn_600x450.jpg,https://images.craigslist.org/00W0W_gaHgLr1dXRD_600x450.jpg","
        ,
antik porcelain figurines from Germay. ,
I asume it's one of the smale manufacturers in Reichmannsdorf/Germany. ,
they closed in the 60th.,
no chips no cracks.,
cash only.    ", (gainesville)
2019-09-10 21:40,https://gainesville.craigslist.org/for/d/gainesville-2009-volvo-xc90-clean/6976020878.html,2009 Volvo XC90 Clean Condtion,$5500,"https://images.craigslist.org/00N0N_3ao4NvIAhat_600x450.jpg,https://images.craigslist.org/00A0A_7dAnwaWvEBp_600x450.jpg,https://images.craigslist.org/00v0v_k8HmRT3pM6u_600x450.jpg,https://images.craigslist.org/01010_2uOiEXiaZt_600x450.jpg,https://images.craigslist.org/01212_hRUu1e1ONcc_600x450.jpg,https://images.craigslist.org/00k0k_9SjV3TFE5VQ_600x450.jpg,https://images.craigslist.org/00o0o_iftg7kpmgP3_600x450.jpg,https://images.craigslist.org/00B0B_7k0Wmsvw6Ye_600x450.jpg,https://images.craigslist.org/00g0g_g7VbZUMPNB3_600x450.jpg,https://images.craigslist.org/00c0c_c9khKXSCHqL_600x450.jpg,https://images.craigslist.org/00l0l_bJsj0hKuBNp_600x450.jpg,https://images.craigslist.org/00D0D_ks8MIwyfYDb_600x450.jpg,https://images.craigslist.org/00606_2agjcEllLoZ_600x450.jpg,https://images.craigslist.org/00q0q_lgwOpNUJXXi_600x450.jpg,https://images.craigslist.org/00202_itpMPtUNlC6_600x450.jpg,https://images.craigslist.org/00303_eOgYj2KtMuG_600x450.jpg,https://images.craigslist.org/00n0n_4gQa0nXZ3kA_600x450.jpg,https://images.craigslist.org/00c0c_4iLU9wZGcIy_600x450.jpg,https://images.craigslist.org/00s0s_epTjURQ4Zva_600x450.jpg","
        ,
This is a 2009 Volvo XC90 3.2L V6 with 202k miles on it.  This car runs great and has cold A/C.  Been my daily driver since 2010.  Had to upgrade. Hate to see her go but need to make room in my garage.  Some info here:,
,
POWER SEATS, SUNROOF, 6 DISC CD PLAYER, CUSTOM ALLOY WHEELS (NEW TIRES), SERVICED LOCALLY AT RICHARDS IMPORTS SINCE OWNING IT, LOOKS AND RUNS GREAT. WILL ALSO INCLUDE THE ORIGINAL VOLVO RIMS AND TIRES,
,
CALL OR TEXT,
SHAWN,
352TWO560070    ", (Gainesville)
2019-09-10 21:42,https://gainesville.craigslist.org/grd/d/dearing-guineas/6976022178.html,Guineas,$10,,"
        ,
2 month old guineas $10 each    ","
        ("
2019-09-10 21:45,https://gainesville.craigslist.org/for/d/gainesville-coca-cola-sign/6974381266.html,Coca-Cola Sign,$50,,"
        ,
Sturdy Laminated Coke Sign. 78""x32"".,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:45,https://gainesville.craigslist.org/clt/d/gainesville-coca-cola-sign/6974380754.html,Coca-Cola Sign,$50,,"
        ,
Sturdy Laminated Coke Sign. 78""x32"".,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:45,https://gainesville.craigslist.org/hsh/d/gainesville-chairs-pair-of-recliners/6973995812.html,Chairs-Pair of Recliners,$40,"https://images.craigslist.org/00E0E_7fwz4mwSOvx_600x450.jpg,https://images.craigslist.org/00N0N_aLyBWUqBHnK_600x450.jpg","
        ,
Matching reclining chairs, in great shape.,
 $40 for one, or both for $75.,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:45,https://gainesville.craigslist.org/for/d/gainesville-chairs-pair-of-recliners/6973995536.html,Chairs-Pair of Recliners,$40,"https://images.craigslist.org/00E0E_7fwz4mwSOvx_600x450.jpg,https://images.craigslist.org/00N0N_aLyBWUqBHnK_600x450.jpg","
        ,
Matching reclining chairs, in great shape.,
 $40 for one, or both for $75.,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:45,https://gainesville.craigslist.org/spo/d/gainesville-badminton-racquet/6969021255.html,Badminton Racquet,$89,,"
        ,
Yonex Nanoray 700 FX. Brand new. Not your backyard type racquet (as evidenced by the use of q in the spelling),
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:45,https://gainesville.craigslist.org/for/d/gainesville-badminton-racquet/6969021333.html,Badminton Racquet,$89,,"
        ,
Yonex Nanoray 700 FX. Brand new. Not your backyard type racquet (as evidenced by the use of q in the spelling),
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:46,https://gainesville.craigslist.org/fuo/d/safety-harbor-mid-century-furniture/6961191106.html,Mid century furniture Warehouse,$1234567,"https://images.craigslist.org/00404_1y2XyAs1Fzt_600x450.jpg,https://images.craigslist.org/00R0R_eQevZclNj2n_600x450.jpg,https://images.craigslist.org/00e0e_14w1Zv6GzLg_600x450.jpg,https://images.craigslist.org/00f0f_lhgbngKMN95_600x450.jpg,https://images.craigslist.org/00707_5o0hSuEd9TL_600x450.jpg,https://images.craigslist.org/00n0n_bMqaDzAcASj_600x450.jpg,https://images.craigslist.org/00y0y_3Ygw0IOQEXN_600x450.jpg,https://images.craigslist.org/00e0e_9FDSNgcFj2q_600x450.jpg,https://images.craigslist.org/00U0U_cd1sGjj5iyJ_600x450.jpg,https://images.craigslist.org/00h0h_lvbGgW546dm_600x450.jpg,https://images.craigslist.org/00G0G_7QyMu3s5VYT_600x450.jpg,https://images.craigslist.org/00202_7LyqTDYajtk_600x450.jpg,https://images.craigslist.org/00H0H_1CXvLIiquix_600x450.jpg,https://images.craigslist.org/00U0U_1gYyr1X8Mh4_600x450.jpg,https://images.craigslist.org/00909_FMRu6oJSOX_600x450.jpg,https://images.craigslist.org/00B0B_5bug133GXg4_600x450.jpg,https://images.craigslist.org/00y0y_7nYnHJuZbPp_600x450.jpg,https://images.craigslist.org/00I0I_iJHQA516kJ0_600x450.jpg,https://images.craigslist.org/01010_iFKfdvXj0nL_600x450.jpg,https://images.craigslist.org/00M0M_eu8jKIublWo_600x450.jpg,https://images.craigslist.org/00V0V_48fEicKScU_600x450.jpg,https://images.craigslist.org/00e0e_4iG3TVcsjab_600x450.jpg,https://images.craigslist.org/00z0z_iMAFvMy1haM_600x450.jpg","
        ,
,
Lots of new items listed on our Instagram page ,
,
Located at:,
,
455 10th Ave South Safety Harbor Florida 34695,
,
On Instagram #modernmerchantfl and#radharborvintage,
,
Websites ,
www.modernmerchantfl.com ,
www.radharborvintage.com ,
FB page Modern merchant Florida,
FB page Rad Harbor vintage    ", (Safety Harbor)
2019-09-10 21:46,https://gainesville.craigslist.org/tag/d/gainesville-badminton-racquet/6969021447.html,Badminton Racquet,$89,,"
        ,
Yonex Nanoray 700 FX. Brand new. Not your backyard type racquet (as evidenced by the use of q in the spelling),
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:46,https://gainesville.craigslist.org/spo/d/ektelon-force-racketball-racket/6969098745.html,Ektelon E Force Racketball Racket,$10,"https://images.craigslist.org/00V0V_2iyoSRwWyr5_600x450.jpg,https://images.craigslist.org/00E0E_bkk813wHbPQ_600x450.jpg","
        ,
E Force 190 Bedlam with upgraded strings, by Ektelon.,
Includes travel bag, glove(L), and goggles.,
Best racket I've owned...that covers a lot!,
,
http://store.racquetworld.com/150125001.html,
,
Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:46,https://gainesville.craigslist.org/tag/d/ektelon-force-racketball-racket/6969098870.html,Ektelon E Force Racketball Racket,$10,"https://images.craigslist.org/00V0V_2iyoSRwWyr5_600x450.jpg,https://images.craigslist.org/00E0E_bkk813wHbPQ_600x450.jpg","
        ,
E Force 190 Bedlam with upgraded strings, by Ektelon.,
Includes travel bag, glove(L), and goggles.,
Best racket I've owned...that covers a lot!,
,
http://store.racquetworld.com/150125001.html,
,
Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:46,https://gainesville.craigslist.org/for/d/ektelon-force-racketball-racket/6969198291.html,Ektelon E Force Racketball Racket,$10,"https://images.craigslist.org/00V0V_2iyoSRwWyr5_600x450.jpg,https://images.craigslist.org/00E0E_bkk813wHbPQ_600x450.jpg","
        ,
E Force 190 Bedlam with upgraded strings, by Ektelon.,
Includes travel bag, glove(L), and goggles.,
Best racket I've owned...that covers a lot!,
,
http://store.racquetworld.com/150125001.html,
,
Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:47,https://gainesville.craigslist.org/for/d/gainesville-sun-mountain-golf-speed-cart/6963449479.html,Sun Mountain Golf Speed Cart,$29,"https://images.craigslist.org/01212_17lwy3zokDh_600x450.jpg,https://images.craigslist.org/00Y0Y_dJv0911bzFB_600x450.jpg","
        ,
3-wheeler in great shape.,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:47,https://gainesville.craigslist.org/spo/d/gainesville-sun-mountain-golf-speed-cart/6963449378.html,Sun Mountain Golf Speed Cart,$29,"https://images.craigslist.org/01212_17lwy3zokDh_600x450.jpg,https://images.craigslist.org/00Y0Y_dJv0911bzFB_600x450.jpg","
        ,
3-wheeler in great shape.,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:47,https://gainesville.craigslist.org/tag/d/gainesville-sun-mountain-golf-speed-cart/6963449603.html,Sun Mountain Golf Speed Cart,$29,"https://images.craigslist.org/01212_17lwy3zokDh_600x450.jpg,https://images.craigslist.org/00Y0Y_dJv0911bzFB_600x450.jpg","
        ,
3-wheeler in great shape.,
,
 Please include a phone number with your response.    ", (SW 34 St.)
2019-09-10 21:53,https://gainesville.craigslist.org/ele/d/gainesville-drobo-5d-usb3-thunderbolt-2/6976026898.html,Drobo 5D USB3/Thunderbolt 2 DAS w/16TB storage,$200,"https://images.craigslist.org/00f0f_i1ql1S6s2qt_600x450.jpg,https://images.craigslist.org/00D0D_hFqpVl11N9W_600x450.jpg,https://images.craigslist.org/00J0J_cwqNA1FzpbI_600x450.jpg,https://images.craigslist.org/01212_k6HHRCbvxuT_600x450.jpg,https://images.craigslist.org/00N0N_asf4XqUf54M_600x450.jpg,https://images.craigslist.org/00F0F_7SzoKnBlXiO_600x450.jpg,https://images.craigslist.org/00R0R_dl4TBdeVWCe_600x450.jpg","
        ,
For sale is a Drobo 5D direct attached storage device. It has 5 drive bays and is currently holding four Western Digital Black 4TB 7200RPM disks totaling 16TB of storage. Drobo's redundancy leaves just over 10TB usable space after formating. It has a single USB3 connection for use on Windows or Mac and Thunderbolt 2 pass-through ports for use with Macs. I am including cables for both. The unit also has a 240GB mSata card for accelerated cache. The disks and storage unit are all fully functional and error free, but are out of warranty.    ", (Gainesville)
2019-09-10 22:01,https://gainesville.craigslist.org/ele/d/gainesville-xbox-one/6976030524.html,Xbox one,$170,"https://images.craigslist.org/00g0g_1UhAQTK0e7R_600x450.jpg,https://images.craigslist.org/00p0p_hTIR9WzuNdj_600x450.jpg","
        ,
For sale is a used Xbox One in great condition with wires and One controller. Call please.    ", (Gainesville)
2019-09-10 22:14,https://gainesville.craigslist.org/fuo/d/gainesville-hardwood-backrest-or/6960888248.html,hardwood backrest - or repurpose!,$10,"https://images.craigslist.org/01515_iziDH42F99y_600x450.jpg,https://images.craigslist.org/00A0A_gvTTPLIx4q5_600x450.jpg,https://images.craigslist.org/00M0M_jfhJ6UmFk7H_600x450.jpg,https://images.craigslist.org/00K0K_dz2At7IyR7S_600x450.jpg,https://images.craigslist.org/00Y0Y_hdkgvFlTL9M_600x450.jpg","
        ,
This beautiful 73"" x 26""hardwood backrest was originally for a futon made in Argentina. I don't know what kind of wood it is but it is quite dense—believe it or not the fella weighs 33 lbs! The structure assembly is very strong, with dowels. As can be seen, one support arm is split (could be glued and mended) and you'll have to come up with your own solution for the other end. Mount it on a wall, use it to build something else, have fun! $10    ", (sw gainesville)
2019-09-10 22:18,https://gainesville.craigslist.org/pts/d/williston-1985-vg30-motor/6976037464.html,1985 VG30 Motor,$300,,"
        ,
Ran before pulled. 208,000 miles. Came from 1985 Nissan 300ZX. $300 or bo or trade    ", (Williston)
2019-09-10 22:19,https://gainesville.craigslist.org/msg/d/gainesville-upright-piano/6976037824.html,upright piano,$1800,"https://images.craigslist.org/00707_18N3qiJwsUV_600x450.jpg,https://images.craigslist.org/00606_c8HgTSP4zo4_600x450.jpg,https://images.craigslist.org/00T0T_kpHvw8NuGvp_600x450.jpg","
        ,
I bought this piano for my daughter to learn to play on September last year. Now I will go back to China and have to sell it. I tuned it on November last year. Excellent condition with rare solid touch and good for finger technique training！The price is affordable and if you are interested please contact with me.    ", (Gainesville)
2019-09-10 22:20,https://gainesville.craigslist.org/tix/d/gainesville-wanted-gators-football/6976038096.html,WANTED  :   GATORS   Football,$1,,"
        ,
HI  ,       WE  NEED   TICKETS     PAYPAL  OR  CASH  PAID  .   WILL  BUY  PARKING  TOO  IF  YOU  HAVE    .  THANKS    ", (gainesville)
2019-09-10 22:20,https://gainesville.craigslist.org/fuo/d/gainesville-kitchen-cabinets-and/6976038292.html,Kitchen cabinets and appliances,$0,"https://images.craigslist.org/00d0d_6ZvuO0WT9Hy_600x450.jpg,https://images.craigslist.org/00v0v_5i8mK1i5Dxx_600x450.jpg,https://images.craigslist.org/00s0s_c5UpLr6DTMG_600x450.jpg,https://images.craigslist.org/00T0T_hW9ob3b16Ak_600x450.jpg,https://images.craigslist.org/00404_cNzCXMeCUzN_600x450.jpg,https://images.craigslist.org/00J0J_7Xid6bBLhpS_600x450.jpg","
        ,
Remodeling the kitchen and selling the current ones along with appliances.    ", (Gainesville)
2019-09-10 23:28,https://gainesville.craigslist.org/pho/d/gainesville-manfrotto-tripod/6976062610.html,Manfrotto Tripod,$150,"https://images.craigslist.org/00p0p_6PuhLBmNaJS_600x450.jpg,https://images.craigslist.org/01717_b4UDkera9cB_600x450.jpg,https://images.craigslist.org/00O0O_1PJiRGcTidM_600x450.jpg,https://images.craigslist.org/00G0G_6EU0O1kyeNT_600x450.jpg","
        ,
Heavy duty tripod    ","
        ("
2019-09-10 22:19,https://gainesville.craigslist.org/pts/d/williston-lot-of-gm-parts/6976037673.html,Lot of GM parts,$200,"https://images.craigslist.org/00w0w_4bEoQpfXiZJ_600x450.jpg,https://images.craigslist.org/00c0c_kROn9xTAihh_600x450.jpg,https://images.craigslist.org/01515_caQS95SupB0_600x450.jpg,https://images.craigslist.org/00U0U_jpsyv17hr1J_600x450.jpg,https://images.craigslist.org/00O0O_ilqgzf2HGnE_600x450.jpg,https://images.craigslist.org/01616_4ddejpC4opS_600x450.jpg,https://images.craigslist.org/00y0y_8l9GP54grip_600x450.jpg,https://images.craigslist.org/00M0M_a5rjARgAd6m_600x450.jpg,https://images.craigslist.org/00L0L_a02hzSxa7Cq_600x450.jpg,https://images.craigslist.org/00M0M_1Zy03dE4E3A_600x450.jpg,https://images.craigslist.org/00B0B_8dxhXIePTQ5_600x450.jpg,https://images.craigslist.org/01111_1gcVPBoTeKF_600x450.jpg,https://images.craigslist.org/00L0L_eK8kawuYE9f_600x450.jpg,https://images.craigslist.org/00g0g_b4NoztgDkxF_600x450.jpg,https://images.craigslist.org/00A0A_a8OG18OMdQB_600x450.jpg,https://images.craigslist.org/00n0n_jCayOu4iQl2_600x450.jpg,https://images.craigslist.org/00D0D_5P9TcX6FOWU_600x450.jpg","
        ,
3.9/3.5 Never used: heads, head gaskets, head bolts, water pump. Used oil pan, fly wheel, valve covers, upper & lower intake, power steering pump, and exhaust manifolds. $200 all or bo or trade of equal value    ", (Williston)
2019-09-10 22:21,https://gainesville.craigslist.org/grd/d/newberry-boer-buck/6968635551.html,Boer Buck,$350,"https://images.craigslist.org/00m0m_1dD1OL9kmlV_600x450.jpg,https://images.craigslist.org/00F0F_gZ0Ul0vhFPr_600x450.jpg","
        ,
Large Buck. Price is firm. He is intact and ready to go. Contact for more information.    ","
        ("
2019-09-10 23:12,https://gainesville.craigslist.org/snw/d/belleview-2010-tomberlin-golf-cart-in/6976035543.html,2010 Tomberlin golf cart in excellent condition,$2350,"https://images.craigslist.org/00L0L_eMwuUnyAWIs_600x450.jpg,https://images.craigslist.org/00505_hJMFvUaPCI5_600x450.jpg,https://images.craigslist.org/01313_eUpVAEmow78_600x450.jpg,https://images.craigslist.org/00505_9TrMLxdU0FZ_600x450.jpg,https://images.craigslist.org/00000_f7IBXuz9bHg_600x450.jpg,https://images.craigslist.org/00j0j_9nxEluqQwXa_600x450.jpg,https://images.craigslist.org/00j0j_7Vh6tlFQC2h_600x450.jpg,https://images.craigslist.org/00O0O_cIUb5XlDktA_600x450.jpg,https://images.craigslist.org/00707_oQy6hnsu6_600x450.jpg,https://images.craigslist.org/00K0K_w8P46W8Gvd_600x450.jpg,https://images.craigslist.org/00T0T_apGwmYjbcds_600x450.jpg","
        ,
2010 Tomberlin golf cart in excellent condition. 48 volt electric with 2 year old batteries. It has a glass windshield with wiper, seat belts, headlights, brake lights, turn signals, mirrors, horn, roll down rain enclosure, speedometer, 10” mag wheels with excellent tires. It has a real locking trunk in the back. Also has a built in onboard battery charger.  Low mileage with 2900 miles. Thanks for looking. Danny  ,
    ", (Belleview)
2019-09-10 23:26,https://gainesville.craigslist.org/msg/d/gainesville-yamaha-flute/6976061885.html,Yamaha flute,$150,"https://images.craigslist.org/00n0n_ickIWgm6qpY_600x450.jpg,https://images.craigslist.org/00h0h_dCcVK8LHBX7_600x450.jpg,https://images.craigslist.org/00t0t_2ngA0rvA5mK_600x450.jpg","
        ,
Great condition comes with everything you see    ","
        ("
